,Month,In store advertising ($),billboard Advertising ($),Print Advertising ($),Satisfaction,Competitor Adversiting ($),Price ($),Sales ($),Store_Billboard,Store_Print,Billboard_Print,Total_Advertising_Cost,Net_Profit,ROI
745,746,2010,760,821,65,750,98,15133.7627455301,1527600,1650210,623960,3591,11542.7627455301,321.4358882074659
746,747,2441,1395,924,68,809,97,24885.6690881901,3405195,2255484,1288980,4760,20125.6690881901,422.8081741216408
747,748,2013,1441,240,72,880,97,23849.5287052509,2900733,483120,345840,3694,20155.5287052509,545.6288225568733
748,749,2027,943,959,72,777,105,16264.3604124394,1911461,1943893,904337,3929,12335.3604124394,313.95674249018583
749,750,2215,1570,322,69,686,105,23548.8259765304,3477550,713230,505540,4107,19441.8259765304,473.3826631733723
750,751,1975,1475,902,61,601,97,22098.8817078404,2913125,1781450,1330450,4352,17746.8817078404,407.7868039485386
751,752,2025,982,356,73,1007,101,17949.5402936293,1988550,720900,349592,3363,14586.5402936293,433.7359587757746
752,753,2302,796,633,73,811,105,16313.885613132,1832392,1457166,503868,3731,12582.885613132,337.2523616492094
753,754,2023,831,822,78,570,101,16193.8562795254,1681113,1662906,683082,3676,12517.8562795254,340.5292785507454
754,755,1811,1350,626,61,425,100,17820.0079324755,2444850,1133686,845100,3787,14033.007932475499,370.5573787292184
755,756,2098,1135,495,71,892,106,19484.7257016118,2381230,1038510,561825,3728,15756.725701611798,422.65895122349247
756,757,1727,1160,1270,69,857,97,18473.7947303882,2003320,2193290,1473200,4157,14316.7947303882,344.4020863696945
757,758,1635,996,853,76,1016,97,18468.3251973893,1628460,1394655,849588,3484,14984.325197389298,430.0897014176033
758,759,1969,1045,1297,70,1018,102,19008.0657004838,2057605,2553793,1355365,4311,14697.0657004838,340.9201043953561
759,760,1724,877,631,63,1251,95,12841.9769644601,1511948,1087844,553387,3232,9609.9769644601,297.33839617760214
760,761,2145,1283,677,66,542,99,23001.8459778936,2752035,1452165,868591,4105,18896.8459778936,460.33729544198786
761,762,1963,918,1286,72,555,107,15841.0572872708,1802034,2524418,1180548,4167,11674.0572872708,280.1549624974994
762,763,1808,1497,813,65,499,111,17665.1429015917,2706576,1469904,1217061,4118,13547.142901591698,328.97384413772943
763,764,2405,1146,791,58,681,100,19940.8377138478,2756130,1902355,906486,4342,15598.837713847799,359.2546686745232
764,765,1972,1247,1100,79,953,100,21392.3531786569,2459084,2169200,1371700,4319,17073.3531786569,395.30801525021764
765,766,2355,1368,640,71,881,90,24512.7905377598,3221640,1507200,875520,4363,20149.7905377598,461.83338385880813
766,767,1971,988,468,73,994,103,17239.1896550913,1947348,922428,462384,3427,13812.1896550913,403.04025839192593
767,768,1917,558,890,66,527,94,14028.7073883985,1069686,1706130,496620,3365,10663.7073883985,316.90066533130755
768,769,2093,847,686,68,797,99,15740.1805007379,1772771,1435798,581042,3626,12114.1805007379,334.0921263303337
769,770,2257,1148,764,59,896,102,18248.035838243,2591036,1724348,877072,4169,14079.035838242999,337.70774378131443
770,771,2676,1300,930,78,831,93,29732.8142243965,3478800,2488680,1209000,4906,24826.8142243965,506.0500249571239
771,772,1741,1052,404,73,1043,108,14920.4796751115,1831532,703364,425008,3197,11723.4796751115,366.70252346298093
772,773,1954,1209,407,65,632,102,19945.4786664119,2362386,795278,492063,3570,16375.478666411898,458.69688141209804
773,774,2269,1235,1092,71,924,107,20003.7472703638,2802215,2477748,1348620,4596,15407.747270363801,335.242542871275
774,775,2085,1257,803,72,831,96,22749.4157448567,2620845,1674255,1009371,4145,18604.4157448567,448.8399455936477
775,776,1953,1186,1055,65,881,96,18830.6999122854,2316258,2060415,1251230,4194,14636.6999122854,348.99141421758225
776,777,1674,952,761,65,484,109,11716.3463974125,1593648,1273914,724472,3387,8329.3463974125,245.92106281111606
777,778,1930,1256,936,73,967,100,18281.5279847043,2424080,1806480,1175616,4122,14159.527984704298,343.5111107400364
778,779,1953,873,913,72,944,101,15711.0040874702,1704969,1783089,797049,3739,11972.0040874702,320.1926741767906
779,780,1979,1087,599,74,826,108,18505.8387529889,2151173,1185421,651113,3665,14840.8387529889,404.934208812794
780,781,2403,872,1106,68,730,100,19776.5420646422,2095416,2657718,964432,4381,15395.542064642199,351.41616216941793
781,782,1884,1119,1015,67,1115,101,16156.7104259511,2108196,1912260,1135785,4018,12138.7104259511,302.10827341839473
782,783,1605,1125,842,74,760,103,16783.7220835138,1805625,1351410,947250,3572,13211.7220835138,369.86903929209967
783,784,2124,973,795,72,882,93,20850.9718040213,2066652,1688580,773535,3892,16958.9718040213,435.7392549851311
784,785,1972,1006,1379,72,689,99,18869.0315126119,1983832,2719388,1387274,4357,14512.031512611899,333.07393877924943
785,786,1948,1108,387,58,764,96,15776.027043461,2158384,753876,428796,3443,12333.027043461,358.2058391943363
786,787,2158,717,551,60,284,108,14104.7876668007,1547286,1189058,395067,3426,10678.7876668007,311.69841409225626
787,788,1273,1255,1224,67,602,98,13363.1021606671,1597615,1558152,1536120,3752,9611.1021606671,256.1594392501892
788,789,1861,1067,757,69,1036,102,17116.3897791055,1985687,1408777,807719,3685,13431.389779105499,364.4881893922795
789,790,1961,1137,367,74,737,99,21907.3738799713,2229657,719687,417279,3465,18442.3738799713,532.2474424234141
790,791,2151,957,704,71,542,102,19025.0007799305,2058507,1514304,673728,3812,15213.000779930499,399.08186725945694
791,792,1934,530,957,66,488,101,10197.1650471587,1025020,1850838,507210,3421,6776.1650471587,198.07556407947092
792,793,1748,1187,1091,64,870,102,16419.1275076897,2074876,1907068,1295017,4026,12393.1275076897,307.82731017609785
793,794,2093,934,924,81,595,97,19604.5178194446,1954862,1933932,863016,3951,15653.517819444602,396.1912887735915
794,795,2004,1154,649,74,1316,100,19246.8516944494,2312616,1300596,748946,3807,15439.8516944494,405.56479365509324
795,796,2027,1511,414,72,1045,95,24010.789133711,3062797,839178,625554,3952,20058.789133711,507.5604537882338
796,797,2289,711,1205,74,1016,97,18301.325808643,1627479,2758245,856755,4205,14096.325808643,335.227724343472
797,798,1864,1338,793,69,825,104,18540.7554883027,2494032,1478152,1061034,3995,14545.7554883027,364.0990109712816
798,799,1687,908,651,64,575,101,14253.2629011955,1531796,1098237,591108,3246,11007.2629011955,339.1023691064541
799,800,1679,985,667,66,857,99,14538.4438914295,1653815,1119893,656995,3331,11207.4438914295,336.4588379294356
800,801,1744,866,1028,64,927,98,12299.1971844537,1510304,1792832,890248,3638,8661.1971844537,238.0757884676663
801,802,1653,875,444,82,780,94,17077.3597253237,1446375,733932,388500,2972,14105.359725323699,474.60833530698847
802,803,1987,712,714,64,638,105,12835.3825669737,1414744,1418718,508368,3413,9422.3825669737,276.07332455240845
803,804,2452,1031,1113,66,1121,99,19449.4516798344,2528012,2729076,1147503,4596,14853.451679834401,323.1821514324282
804,805,1975,1118,939,72,882,100,19507.2110134004,2208050,1854525,1049802,4032,15475.2110134004,383.8097969593353
805,806,2194,953,914,68,719,107,16403.5863852205,2090882,2005316,871042,4061,12342.5863852205,303.92973122926617
806,807,1724,595,850,61,822,99,12861.3803029827,1025780,1465400,505750,3169,9692.3803029827,305.84980444880716
807,808,1944,899,620,71,930,104,14332.6010949689,1747656,1205280,557380,3463,10869.6010949689,313.8781719598296
808,809,2141,1103,772,64,1013,90,19955.2912383346,2361523,1652852,851516,4016,15939.291238334601,396.894702149766
809,810,1911,819,589,63,423,103,12991.1183696538,1565109,1125579,482391,3319,9672.1183696538,291.416642653022
810,811,2196,852,1003,64,511,106,15945.2807330634,1870992,2202588,854556,4051,11894.2807330634,293.6134468788793
811,812,2173,707,900,76,892,98,18042.6015692517,1536311,1955700,636300,3780,14262.6015692517,377.31750183205554
812,813,1841,1147,682,69,919,103,18042.7761739597,2111627,1255562,782254,3670,14372.7761739597,391.6287785820082
813,814,1807,832,1088,72,623,100,14104.5172110278,1503424,1966016,905216,3727,10377.5172110278,278.4415672398122
814,815,2589,1791,1172,67,872,99,33766.6915129753,4636899,3034308,2099052,5552,28214.691512975303,508.18968863428137
815,816,1951,1253,1055,69,461,101,19220.7045465914,2444603,2058305,1321915,4259,14961.704546591402,351.29618564431564
816,817,2001,958,1044,69,707,104,17920.9787914055,1916958,2089044,1000152,4003,13917.978791405501,347.68870325769427
817,818,1986,1000,676,79,1005,103,18655.0223177568,1986000,1342536,676000,3662,14993.0223177568,409.42169081804474
818,819,1857,820,1067,85,824,97,18028.4272644582,1522740,1981419,874940,3744,14284.427264458202,381.52850599514426
819,820,1768,1070,498,73,951,99,18845.6112281689,1891760,880464,532860,3336,15509.611228168898,464.9164037220893
820,821,1716,1001,1055,64,602,91,17494.4057387433,1717716,1810380,1056055,3772,13722.405738743299,363.7965466262805
821,822,2228,567,1155,67,828,102,14261.4408057962,1263276,2573340,654885,3950,10311.4408057962,261.0491343239544
822,823,1753,539,896,69,492,103,12117.9687350313,944867,1570688,482944,3188,8929.9687350313,280.11194275505954
823,824,2166,1150,776,71,805,98,22169.9180951435,2490900,1680816,892400,4092,18077.9180951435,441.78685472002695
824,825,2351,420,665,65,595,99,12558.113696909,987420,1563415,279300,3436,9122.113696909,265.48642889723516
825,826,2289,904,470,72,448,99,19368.3134316009,2069256,1075830,424880,3663,15705.313431600898,428.75548543818996
826,827,1965,1413,743,72,622,100,22501.9898584852,2776545,1459995,1049859,4121,18380.9898584852,446.03227028597917
827,828,1865,584,760,68,1192,100,10485.6664110225,1089160,1417400,443840,3209,7276.666411022499,226.75806827742284
828,829,1730,1073,1098,72,701,108,16001.3834499982,1856290,1899540,1178154,3901,12100.3834499982,310.186707254504
829,830,1995,1392,528,60,702,111,16359.8125800459,2777040,1053360,734976,3915,12444.8125800459,317.8751616869962
830,831,1941,1127,771,70,693,96,19618.291558842,2187507,1496511,868917,3839,15779.291558842,411.02608905553535
831,832,2039,1321,694,73,658,104,21569.3992726355,2693519,1415066,916774,4054,17515.3992726355,432.0522760886901
832,833,1848,758,715,67,642,106,13768.8733361098,1400784,1321320,541970,3321,10447.8733361098,314.6002209006263
833,834,2157,1158,965,66,808,98,18349.5624597409,2497806,2081505,1117470,4280,14069.5624597409,328.7280948537594
834,835,2178,1045,809,68,767,106,18985.1558514004,2276010,1762002,845405,4032,14953.1558514004,370.862000282748
835,836,2268,1337,824,78,941,103,25050.549952968,3032316,1868832,1101688,4429,20621.549952968,465.60284382406854
836,837,2562,1621,914,68,934,105,28136.743203182,4153002,2341668,1481594,5097,23039.743203182,452.02556804359426
837,838,2049,1028,407,69,888,110,16016.3976117471,2106372,833943,418396,3484,12532.3976117471,359.71290504440583
838,839,1856,1273,772,63,773,101,16434.8416563486,2362688,1432832,982756,3901,12533.841656348599,321.2981711445424
839,840,1980,899,829,74,847,103,14716.6457716121,1780020,1641420,745271,3708,11008.6457716121,296.88904454185814
840,841,1593,910,728,67,1022,103,11253.6242671102,1449630,1159704,662480,3231,8022.624267110201,248.3015867257877
841,842,2032,861,1001,77,778,102,17445.9598745513,1749552,2034032,861861,3894,13551.9598745513,348.02156842710065
842,843,1893,661,439,64,808,94,13892.1878877108,1251273,831027,290179,2993,10899.1878877108,364.1559601640762
843,844,2101,1018,98,72,440,106,18432.9320536486,2138818,205898,99764,3217,15215.932053648601,472.98514310377993
844,845,1932,990,498,61,589,104,14044.5945341801,1912680,962136,493020,3420,10624.5945341801,310.66065889415495
845,846,1654,1180,917,77,876,101,17227.0710262,1951720,1516718,1082060,3751,13476.0710262,359.26608974140225
846,847,2009,946,1239,71,501,110,14439.7386979215,1900514,2489151,1172094,4194,10245.7386979215,244.29515254939201
847,848,1661,771,1190,75,786,98,14608.8421217995,1280631,1976590,917490,3622,10986.8421217995,303.3363368801629
848,849,2224,967,445,73,727,97,19006.9906890301,2150608,989680,430315,3636,15370.990689030099,422.74451840016775
849,850,1542,1460,589,79,969,102,20293.2918690515,2251320,908238,859940,3591,16702.2918690515,465.1153402687691
850,851,1964,1112,1070,79,887,92,22672.6484571173,2183968,2101480,1189840,4146,18526.6484571173,446.85596857494687
851,852,2114,1068,798,64,693,99,18278.788563761,2257752,1686972,852264,3980,14298.788563761002,359.26604431560304
852,853,1620,1264,913,73,988,100,17991.1742855735,2047680,1479060,1154032,3797,14194.1742855735,373.82602806356334
853,854,2349,1448,982,66,860,107,24340.2349565694,3401352,2306718,1421936,4779,19561.2349565694,409.3164878964092
854,855,1778,1427,1068,68,811,94,22534.8383035505,2537206,1898904,1524036,4273,18261.8383035505,427.37744684180905
855,856,1873,892,1209,63,1035,100,14105.2704256933,1670716,2264457,1078428,3974,10131.2704256933,254.9388632534801
856,857,2040,980,833,70,858,95,18225.1188412212,1999200,1699320,816340,3853,14372.1188412212,373.01113006024394
857,858,1915,909,807,63,1029,105,14415.3415214863,1740735,1545405,733563,3631,10784.3415214863,297.00747787073254
858,859,1741,949,299,66,769,102,14836.0443962969,1652209,520559,283751,2989,11847.0443962969,396.354780739274
859,860,2102,1112,995,69,927,91,21851.0715729062,2337424,2091490,1106440,4209,17642.0715729062,419.15114214555
860,861,1868,880,766,66,982,96,16802.6463115309,1643840,1430888,674080,3514,13288.646311530902,378.1629570725925
861,862,2126,708,449,70,667,106,13430.9620476851,1505208,954574,317892,3283,10147.9620476851,309.10636758102646
862,863,1873,940,830,74,741,103,16013.4240635882,1760620,1554590,780200,3643,12370.4240635882,339.5669520611639
863,864,1760,1362,911,67,507,99,18668.8333372648,2397120,1603360,1240782,4033,14635.833337264801,362.90189281588897
864,865,1976,1463,469,71,778,101,22600.3313467661,2890888,926744,686147,3908,18692.3313467661,478.3093998660721
865,866,2162,899,666,68,656,101,14651.4154761918,1943638,1439892,598734,3727,10924.4154761918,293.1155212286504
866,867,2060,1206,835,71,740,104,21124.367809024,2484360,1720100,1007010,4101,17023.367809024,415.10284830587653
867,868,1985,967,505,71,678,103,17974.0929160406,1919495,1002425,488335,3457,14517.092916040601,419.9332634087533
868,869,1513,969,806,73,724,94,15897.8757772358,1466097,1219478,781014,3288,12609.8757772358,383.5120370205535
869,870,2362,831,817,71,695,104,15506.999376232,1962822,1929754,678927,4010,11496.999376232,286.70821387112215
870,871,1990,605,1193,61,676,98,11919.3797346276,1203950,2374070,721765,3788,8131.379734627601,214.66155582438228
871,872,1784,1450,1128,63,712,106,18707.7484993733,2586800,2012352,1635600,4362,14345.748499373301,328.8800664688973
872,873,1949,1200,613,75,1072,101,21718.6359139393,2338800,1194737,735600,3762,17956.6359139393,477.31621249174106
873,874,2065,551,1232,66,610,98,14774.6440022037,1137815,2544080,678832,3848,10926.6440022037,283.95644496371364
874,875,1620,913,971,71,980,94,15434.2616206338,1479060,1573020,886523,3504,11930.2616206338,340.47550287196924
875,876,2179,1388,359,69,639,99,22721.9709145155,3024452,782261,498292,3926,18795.9709145155,478.7562637421167
876,877,2061,1026,546,70,861,100,19751.5838876833,2114586,1125306,560196,3633,16118.5838876833,443.6714530053207
877,878,2300,1048,595,79,617,101,23493.5691209236,2410400,1368500,623560,3943,19550.5691209236,495.82980271173216
878,879,2246,1212,760,63,584,102,21679.5846455844,2722152,1706960,921120,4218,17461.5846455844,413.977824693798
879,880,1865,1247,662,76,889,100,21284.4440087184,2325655,1234630,825514,3774,17510.4440087184,463.97572890085854
880,881,1877,1156,495,71,760,103,15440.2767866689,2169812,929115,572220,3528,11912.2767866689,337.64956878313205
881,882,1751,1103,487,70,498,105,16345.9708972924,1931353,852737,537161,3341,13004.9708972924,389.2538430796887
882,883,1909,1368,1130,66,945,98,19753.3946742321,2611512,2157170,1545840,4407,15346.394674232099,348.2276985303403
883,884,2236,1427,843,74,683,102,25299.5754082051,3190772,1884948,1202961,4506,20793.5754082051,461.464167958391
884,885,2448,1057,835,72,828,102,21995.03285749,2587536,2044080,882595,4340,17655.03285749,406.7979921080646
885,886,2232,947,787,70,872,96,19720.9304691268,2113704,1756584,745289,3966,15754.9304691268,397.2498857571054
886,887,1542,1003,989,64,557,100,13299.3008875684,1546626,1525038,991967,3534,9765.3008875684,276.3243035531523
887,888,2205,1087,934,74,664,99,21133.9116617821,2396835,2059470,1015258,4226,16907.9116617821,400.0925618026999
888,889,2259,830,888,68,1113,106,15093.9006711488,1874970,2005992,737040,3977,11116.9006711488,279.52981320464676
889,890,2154,1160,1411,68,923,99,19936.3024653432,2498640,3039294,1636760,4725,15211.3024653432,321.9323273088508
890,891,1786,677,681,75,512,101,14538.7322799133,1209122,1216266,461037,3144,11394.7322799133,362.4278714985146
891,892,2266,1556,1010,73,737,102,25780.0593189925,3525896,2288660,1571560,4832,20948.0593189925,433.5277176943812
892,893,2182,379,1123,67,570,105,9027.2267185955,826978,2450386,425617,3684,5343.226718595501,145.03872743201686
893,894,2165,1043,866,72,1008,107,17672.7593183096,2258095,1874890,903238,4074,13598.7593183096,333.7937977002847
894,895,1904,985,474,65,798,88,17377.5709166083,1875440,902496,466890,3363,14014.5709166083,416.7282461078888
895,896,2211,1136,695,73,741,98,22268.0485551445,2511696,1536645,789520,4042,18226.0485551445,450.91658968690007
896,897,2027,897,933,65,1002,99,15083.6717897436,1818219,1891191,836901,3857,11226.6717897436,291.0726416837853
897,898,1983,1600,665,60,1022,94,23604.1320070531,3172800,1318695,1064000,4248,19356.1320070531,455.6528250247905
898,899,2371,963,851,78,341,104,20395.6485640805,2283273,2017721,819513,4185,16210.6485640805,387.35122016918757
899,900,2189,1005,668,68,931,102,18205.839988561,2199945,1462252,671340,3862,14343.839988561002,371.40963201866913
900,901,1281,1281,936,73,720,94,16058.2371640061,1640961,1199016,1199016,3498,12560.2371640061,359.0691013152115
901,902,1893,1174,1138,64,941,95,17157.0724077675,2222382,2154234,1336012,4205,12952.0724077675,308.0159906722355
902,903,1628,1045,623,69,631,100,15707.293154312,1701260,1014244,651035,3296,12411.293154312,376.55622434199023
903,904,2147,957,508,73,925,94,20005.799271868,2054679,1090676,486156,3612,16393.799271868,453.8704117349945
904,905,1889,941,635,75,626,102,18648.6980242405,1777549,1199515,597535,3465,15183.6980242405,438.20196318154404
905,906,2225,661,772,73,863,93,17449.406535359,1470725,1717700,510292,3658,13791.406535359001,377.02040829302905
906,907,2116,1157,619,72,552,97,22682.5856024895,2448212,1309804,716183,3892,18790.5856024895,482.8002467237796
907,908,2005,1111,478,68,815,107,17921.3543620244,2227555,958390,531058,3594,14327.354362024402,398.6464764057986
908,909,1978,738,1236,71,1217,112,11742.8602798416,1459764,2444808,912168,3952,7790.8602798416,197.13715283
909,910,1909,953,665,73,1042,103,14693.0451448044,1819277,1269485,633745,3527,11166.0451448044,316.5876139723391
910,911,2049,1321,1037,63,977,104,18947.0701154557,2706729,2124813,1369877,4407,14540.0701154557,329.9312483652303
911,912,1722,1318,562,69,591,108,16584.1903302003,2269596,967764,740716,3602,12982.190330200301,360.41616685730986
912,913,2168,694,695,66,1062,102,14203.9305551625,1504592,1506760,482330,3557,10646.9305551625,299.32332176447846
913,914,1901,1200,903,63,971,95,18225.5950701056,2281200,1716603,1083600,4004,14221.595070105599,355.18469206057944
914,915,1814,1031,756,75,690,98,20277.7171980159,1870234,1371384,779436,3601,16676.7171980159,463.1135017499556
915,916,1918,1097,999,75,733,97,18337.0389422153,2104046,1916082,1095903,4014,14323.038942215298,356.8270787796537
916,917,2468,781,925,68,678,94,19548.8211969495,1927508,2282900,722425,4174,15374.821196949499,368.34741727238855
917,918,1560,948,829,66,965,91,15661.0305767791,1478880,1293240,785892,3337,12324.0305767791,369.3146711650914
918,919,1912,485,735,75,627,100,14042.2006616237,927320,1405320,356475,3132,10910.2006616237,348.34612585005425
919,920,2026,815,465,70,731,98,14942.3589341512,1651190,942090,378975,3306,11636.3589341512,351.97697925442225
920,921,1865,923,599,66,574,100,16436.9916972949,1721395,1117135,552877,3387,13049.9916972949,385.29647762901976
921,922,1897,1325,506,67,945,93,21309.3886161054,2513525,959882,670450,3728,17581.3886161054,471.60377189123926
922,923,2095,735,757,59,499,103,13098.8004650448,1539825,1585915,556395,3587,9511.8004650448,265.17425327696685
923,924,2055,1075,802,68,554,101,18211.5866686878,2209125,1648110,862150,3932,14279.5866686878,363.1634452870753
924,925,1831,1022,961,81,493,97,18017.2733142336,1871282,1759591,982142,3814,14203.2733142336,372.39835642982695
925,926,2141,659,654,68,673,99,13686.1695939831,1410919,1400214,430986,3454,10232.1695939831,296.2411579033903
926,927,2044,1070,586,65,857,98,16624.9187644209,2187080,1197784,627020,3700,12924.918764420901,349.3221287681325
927,928,2171,1395,807,74,527,101,25066.9543289862,3028545,1751997,1125765,4373,20693.9543289862,473.22099997681687
928,929,1668,1235,728,71,1096,94,18525.8060228109,2059980,1214304,899080,3631,14894.806022810899,410.21222866458
929,930,1808,1282,787,72,841,102,19342.8275577807,2317856,1422896,1008934,3877,15465.8275577807,398.912240334813
930,931,1951,946,1434,67,710,94,16049.9959688528,1845646,2797734,1356564,4331,11718.9959688528,270.5840676253244
931,932,2239,1239,1066,68,811,104,21178.9106189052,2774121,2386774,1320774,4544,16634.9106189052,366.085180873794
932,933,1867,407,628,72,882,106,10636.1074208706,759869,1172476,255596,2902,7734.1074208705995,266.50955964405927
933,934,1741,686,1014,64,834,98,10637.9066182224,1194326,1765374,695604,3441,7196.9066182224,209.15160180826504
934,935,2192,956,620,73,850,104,17998.9006942478,2095552,1359040,592720,3768,14230.9006942478,377.6778315883175
935,936,2116,1027,372,72,800,100,17954.3208739801,2173132,787152,382044,3515,14439.320873980101,410.7914900136587
936,937,1693,1129,1120,65,875,89,18270.5164553835,1911397,1896160,1264480,3942,14328.516455383498,363.4834209889269
937,938,2511,1180,836,71,776,101,24239.4578098954,2962980,2099196,986480,4527,19712.4578098954,435.44196620047273
938,939,2374,885,814,65,752,95,19551.5240031921,2100990,1932436,720390,4073,15478.524003192098,380.02759644468694
939,940,1652,879,622,70,499,94,16547.9264182313,1452108,1027544,546738,3153,13394.926418231302,424.83115820587705
940,941,2538,912,1110,71,1044,106,17986.4328962375,2314656,2817180,1012320,4560,13426.4328962375,294.4393178999452
941,942,1567,859,848,66,681,99,13837.1122584444,1346053,1328816,728432,3274,10563.1122584444,322.6362937826634
942,943,2025,968,1124,64,967,108,14994.3306050397,1960200,2276100,1088032,4117,10877.3306050397,264.2052612348725
943,944,1714,1219,887,66,681,97,17535.5659120247,2089366,1520318,1081253,3820,13715.5659120247,359.0462280634738
944,945,1905,1115,941,67,1053,99,16908.253013942,2124075,1792605,1049215,3961,12947.253013942001,326.86829118762944
945,946,1912,890,583,68,619,99,16784.5718158324,1701680,1114696,518870,3385,13399.571815832402,395.85145689312856
946,947,2080,826,860,67,698,97,16769.7545638347,1718080,1788800,710360,3766,13003.7545638347,345.29353594887675
947,948,1718,973,534,66,782,97,15721.9730260359,1671614,917412,519582,3225,12496.9730260359,387.50303956700463
948,949,1310,948,194,73,807,102,11145.9608852023,1241880,254140,183912,2452,8693.9608852023,354.56610461673324
949,950,1976,1304,1035,63,938,94,21342.6908461673,2576704,2045160,1349640,4315,17027.6908461673,394.6162420896246
950,951,1813,432,1158,74,1120,104,11932.8559024642,783216,2099454,500256,3403,8529.8559024642,250.65694688404938
951,952,2052,756,904,73,967,90,16610.3150611941,1551312,1855008,683424,3712,12898.315061194098,347.4761600537203
952,953,1787,1155,867,66,779,93,19200.7834420987,2063985,1549329,1001385,3809,15391.783442098698,404.0898777132764
953,954,2198,1165,896,75,782,95,21844.0410687273,2560670,1969408,1043840,4259,17585.0410687273,412.89131412837054
954,955,2007,837,343,69,435,98,17231.116426654,1679859,688401,287091,3187,14044.116426654,440.6688555586445
955,956,2150,947,555,68,904,101,16859.3246531768,2036050,1193250,525585,3652,13207.324653176802,361.6463486631107
956,957,1751,1449,635,67,931,91,22122.085748688,2537199,1111885,920115,3835,18287.085748688,476.84708601533254
957,958,1947,725,754,70,1106,99,13458.8706521768,1411575,1468038,546650,3426,10032.8706521768,292.84502779266785
958,959,2086,1444,891,67,678,97,24809.858206901,3012184,1858626,1286604,4421,20388.858206901,461.18204494234334
959,960,1977,1079,1108,60,549,106,16214.4427855313,2133183,2190516,1195532,4164,12050.4427855313,289.3958401904731
960,961,2413,1262,1193,64,810,105,20828.1772813257,3045206,2878709,1505566,4868,15960.177281325701,327.8590238563209
961,962,1509,868,809,70,636,101,13804.4825207202,1309812,1220781,702212,3186,10618.4825207202,333.28570372630884
962,963,2189,719,962,77,558,95,16620.3206811199,1573891,2105818,691678,3870,12750.320681119902,329.4656506749329
963,964,2003,1099,732,73,637,95,20081.5082631083,2201297,1466196,804468,3834,16247.508263108299,423.7743417607798
964,965,2236,1105,839,74,774,96,21876.6674194722,2470780,1876004,927095,4180,17696.6674194722,423.3652492696699
965,966,1975,893,1023,72,885,105,15390.6013098376,1763675,2020425,913539,3891,11499.6013098376,295.5435957295708
966,967,1315,780,918,74,905,106,10326.5499794659,1025700,1207170,716040,3013,7313.549979465901,242.73315564108532
967,968,2105,1324,677,77,968,100,23745.7325698923,2787020,1425085,896348,4106,19639.7325698923,478.31789015811745
968,969,1945,665,963,64,775,94,13679.716424259,1293425,1873035,640395,3573,10106.716424259,282.8635998952981
969,970,1752,1357,1012,61,560,102,17508.9097244141,2377464,1773024,1373284,4121,13387.909724414101,324.8704131136642
970,971,1835,851,640,69,859,96,15549.0223594618,1561585,1174400,544640,3326,12223.0223594618,367.49916895555623
971,972,2013,529,928,65,853,99,11539.7417732777,1064877,1868064,490912,3470,8069.741773277699,232.55739980627376
972,973,2613,1545,1039,61,702,96,26470.9616030971,4037085,2714907,1605255,5197,21273.9616030971,409.35081014233407
973,974,2047,1094,1002,71,756,99,20036.1966651925,2239418,2051094,1096188,4143,15893.1966651925,383.61565689578805
974,975,1755,732,755,63,764,101,10644.1088149903,1284660,1325025,552660,3242,7402.108814990301,228.31921082635102
975,976,2475,906,1006,85,865,99,22577.892943433,2242350,2489850,911436,4387,18190.892943433,414.6545006481194
976,977,1890,801,1135,70,548,98,15717.0976164559,1513890,2145150,909135,3826,11891.0976164559,310.7971149099817
977,978,1792,1078,550,73,823,99,16999.0761690254,1931776,985600,592900,3420,13579.0761690254,397.0490107902164
978,979,1688,1033,255,73,1057,93,17462.5019762222,1743704,430440,263415,2976,14486.5019762222,486.7776201687567
979,980,1831,689,1028,65,475,96,13111.2638601462,1261559,1882268,708292,3548,9563.2638601462,269.5395676478636
980,981,2483,1064,603,69,674,97,23389.9637104879,2641912,1497249,641592,4150,19239.9637104879,463.61358338525065
981,982,2226,831,617,64,979,100,16616.2469812665,1849806,1373442,512727,3674,12942.2469812665,352.26584053528853
982,983,2184,1158,994,71,1339,91,18913.8276827322,2529072,2170896,1151052,4336,14577.8276827322,336.20451297814117
983,984,2036,1150,446,73,704,94,21897.3687665333,2341400,908056,512900,3632,18265.3687665333,502.9011224265776
984,985,2070,991,874,69,953,100,18826.7900395267,2051370,1809180,866134,3935,14891.790039526699,378.4444736855578
985,986,2147,802,1389,57,479,97,16434.8928878274,1721894,2982183,1113978,4338,12096.892887827398,278.85875721132777
986,987,2053,882,535,74,620,102,16605.0862191235,1810746,1098355,471870,3470,13135.0862191235,378.53274406695965
987,988,2038,746,692,67,806,97,13109.0705963942,1520348,1410296,516232,3476,9633.0705963942,277.1309147409148
988,989,2238,1208,918,77,463,99,24581.3919684618,2703504,2054484,1108944,4364,20217.3919684618,463.2766262250642
989,990,1958,1338,842,71,919,100,21507.9518098354,2619804,1648636,1126596,4138,17369.9518098354,419.7668392903672
990,991,2063,1012,520,67,1115,94,19759.4981498703,2087756,1072760,526240,3595,16164.498149870298,449.6383351841529
991,992,1775,1084,853,65,457,97,16735.914075635,1924100,1514075,924652,3712,13023.914075634999,350.8597541927532
992,993,2395,947,712,70,1091,98,20338.3460345918,2268065,1705240,674264,4054,16284.3460345918,401.68589133181547
993,994,2348,1054,550,64,573,94,22622.8389364026,2474792,1291400,579700,3952,18670.8389364026,472.44025648792007
